fid,id,Carb.m1,B12,B11,B8A,B7,B6,B5,WVP,B8,B4,B3,B2,AOT
"332","332",0.1106109337,2637,3127,2888,2788,2563,1882,2229,2766,1560,1238,810,78
"333","333",0.1106109337,2729,3229,2509,2398,2253,1957,2099,2326,1658,1302,800,78
"334","334",0.2488746009,2709,3176,2483,2422,2224,1817,2134,2344,1484,1204,774,78
"335","335",0.279983926,2327,2770,2268,2208,2012,1503,2102,2116,1144,976,636,78
"336","336",0.2488746009,2729,3229,2509,2398,2253,1957,2099,2362,1640,1300,813,78
"337","337",0.1106109337,2484,3095,2857,2748,2534,1836,2229,2786,1426,1216,746,78
"338","338",0.2488746009,2434,3078,2823,2615,2306,1846,2128,2430,1610,1262,850,78
"339","339",0.1106109337,2422,3021,2910,2785,2537,1832,2228,2750,1452,1222,770,78
"340","340",0.02073955007,2760,3273,2717,2603,2405,1955,2163,2622,1616,1310,846,78
"341","341",0.2488746009,2073,2583,2215,2113,1939,1413,2019,2172,1010,899,576,78
"342","342",0.2488746009,2327,2770,2268,2208,2012,1503,2102,2246,1304,1056,694,78
"343","343",0.4977492017,2073,2583,2215,2113,1939,1413,2019,2154,1132,951,619,78
"344","344",0.279983926,2690,3163,2569,2455,2304,1940,2117,2486,1656,1334,814,78
"345","345",0.2488746009,2484,3095,2857,2748,2534,1836,2229,2724,1464,1194,797,78
"346","346",0.1106109337,2421,3057,2765,2597,2446,1778,2128,2636,1422,1154,766,78
"347","347",0.1106109337,2421,3057,2765,2597,2446,1778,2128,2636,1422,1154,766,78
"348","348",0.1106109337,2504,3124,2715,2637,2416,1831,2195,2676,1422,1194,754,78
"349","349",0.279983926,2429,3002,2488,2369,2188,1795,2053,2458,1540,1204,748,78
"350","350",0.3110932511,2325,2867,2679,2536,2289,1684,2159,2518,1192,1052,629,78
"351","351",0.1106109337,2322,2865,2636,2562,2307,1666,2170,2508,1328,1084,692,78
"352","352",0.1244373004,2393,2974,2485,2355,2192,1797,2083,2438,1418,1160,727,78
"353","353",0.279983926,2169,2859,2923,2787,2507,1703,2232,2730,1288,1098,709,78
"354","354",0.09678456701,2434,3072,2687,2552,2305,1900,2117,2510,1608,1268,877,78
"355","355",0.1106109337,2354,2976,2739,2563,2379,1817,2167,2500,1588,1260,857,78
"356","356",0.1106109337,2436,3018,2747,2598,2444,1852,2195,2656,1404,1152,728,78
"358","358",0.279983926,2303,2835,2820,2691,2435,1659,2191,2734,1180,991,632,78
"359","359",0.279983926,2322,2865,2636,2562,2307,1666,2170,2540,1284,1070,672,78
"360","360",0.279983926,2387,3006,2657,2517,2294,1810,2118,2542,1538,1246,769,78
"361","361",0.09678456701,2078,2778,2970,2865,2550,1638,2279,2750,1368,1122,735,78
"362","362",0.09678456701,2495,3109,2648,2468,2294,1879,2117,2558,1600,1260,839,78
"363","363",0.2488746009,2552,3159,2683,2532,2330,1885,2094,2630,1552,1228,816,78
"364","364",0.387138268,1693,2586,3326,3097,2538,1039,2273,3196,556,649,380,78
"365","365",0.1106109337,2148,2766,2724,2614,2398,1642,2170,2456,1462,1160,729,78
"366","366",0.2488746009,2303,2835,2820,2691,2435,1659,2191,2674,1306,1094,701,78
"367","367",0.1106109337,2015,2626,2921,2818,2497,1513,2270,2784,1072,954,589,78
"368","368",0.1244373004,2237,2898,2952,2809,2555,1768,2288,2810,1304,1120,701,78
"369","369",0.3110932511,1842,2516,3188,3037,2713,1505,2288,2990,1012,963,581,78
"370","370",0.09678456701,2552,3159,2683,2532,2330,1885,2094,2690,1550,1222,792,78
"371","371",0.1106109337,2410,3013,2614,2466,2287,1840,2026,2446,1588,1228,839,78
"372","372",0.1106109337,1924,2655,3227,3076,2734,1567,2337,3204,919,901,549,78
"373","373",0.1244373004,1995,2661,3098,2960,2686,1550,2320,3032,1002,941,577,78
"374","374",0.279983926,2092,2719,2916,2788,2531,1546,2254,2662,1172,1015,648,78
"375","375",0.1106109337,2341,2920,2819,2676,2504,1742,2199,2736,1258,1072,675,78
"376","376",0.1106109337,2082,2778,3239,3046,2700,1576,2320,3106,1072,998,647,78
"377","377",0.279983926,2151,2843,3133,2996,2686,1718,2327,3042,1248,1130,709,78
"378","378",0.1106109337,2403,2964,2583,2444,2272,1827,2002,2544,1564,1246,857,78
"379","379",0.1106109337,2339,3000,3050,2939,2583,1776,2251,2864,1266,1050,686,78
"380","380",0.279983926,2101,2761,2875,2759,2513,1634,2212,2758,1186,1058,633,78
"381","381",0.09678456701,2082,2778,3239,3046,2700,1576,2320,3118,1082,984,624,78
"382","382",0.1106109337,2092,2719,2916,2788,2531,1546,2254,2770,1182,1042,634,78
"383","383",0.1106109337,1967,2681,3070,2946,2595,1568,2270,3118,1028,955,590,78
"384","384",0.1244373004,2082,2778,3239,3046,2700,1576,2320,3068,1154,1030,679,78
"385","385",0.1244373004,1950,2670,2892,2726,2496,1523,2212,2730,1026,947,589,78
"386","386",0.2488746009,2368,2961,2535,2434,2275,1713,2026,2708,1282,1092,699,78
"387","387",0.279983926,2403,2964,2583,2444,2272,1827,2002,2432,1516,1232,821,78
"389","389",0.1106109337,2019,2740,3111,2974,2639,1610,2228,2994,1144,1002,669,78
"390","390",0.2177652758,2248,2929,2944,2802,2561,1738,2197,2798,1260,1074,679,78
"391","391",0.1382636672,2248,2929,2944,2802,2561,1738,2197,2798,1260,1074,679,78
"392","392",0.1106109337,2044,2784,3124,2980,2675,1639,2229,2944,1264,1112,717,78
"393","393",0.3110932511,1761,2462,2883,2713,2480,1425,2212,2502,1002,910,580,78
"394","394",0.1244373004,2349,2897,2563,2267,2180,1591,1958,2110,1376,1092,752,78
"395","395",0.1106109337,1761,2462,2883,2713,2480,1425,2212,2770,798,839,503,78
"396","396",0.3110932511,1851,2590,3223,3061,2748,1540,2245,3112,1090,991,646,78
"397","397",0.1244373004,2502,2966,2621,2583,2300,1786,2191,2630,1508,1224,785,78
"398","398",0.279983926,1955,2761,3151,2916,2590,1586,2178,3032,1166,1042,691,78
"399","399",0.5530546686,1745,2422,2716,2567,2319,1369,2072,2718,792,815,488,78
"400","401",0.1244373004,1875,2690,3189,2918,2615,1462,2178,3062,1040,980,615,78
"401","402",0.1106109337,1873,2788,3030,2779,2398,1427,2186,2802,999,864,608,78
"402","403",0.279983926,1791,2598,2964,2779,2452,1429,2156,2680,951,905,576,78
"403","404",0.3110932511,1907,2752,2884,2672,2380,1529,2186,2984,962,903,599,78
"404","405",0.8641479197,1774,2650,3311,3100,2568,1088,2264,3226,665,727,428,78
"405","406",0.5530546686,1686,2471,3178,2925,2491,1037,2219,3318,560,636,396,78
"406","407",0.3110932511,1917,2742,3398,3098,2579,1286,2250,3164,590,616,365,78
"407","408",0.3422025762,1891,2664,3281,3076,2536,1173,2245,3006,705,678,404,78
"408","409",0.3110932511,1665,2548,3239,2969,2444,999,2220,3132,529,582,339,78
"409","410",0.6083601355,1619,2531,3297,2973,2505,1045,2268,3134,528,581,367,78
"410","411",0.2488746009,1667,2595,3251,2957,2429,973,2268,3178,504,578,343,78
"411","412",0.279983926,1641,2576,3290,3023,2453,1048,2253,3146,539,577,350,78
"412","413",0.3110932511,1558,2464,3273,3034,2467,948,2223,3164,499,581,338,78
"413","414",0.3110932511,1693,2607,3298,3070,2518,1051,2250,3238,532,599,361,78
"414","415",0.3422025762,1704,2604,3367,3093,2546,1038,2251,3186,566,656,385,78
"415","416",0.4424437349,1774,2650,3311,3100,2568,1088,2264,3134,658,697,409,78
"416","417",0.2488746009,1738,2508,3076,2883,2355,1043,2312,2908,625,618,404,78
"417","418",0.1106109337,1679,2602,3228,2999,2446,1061,2199,3100,591,635,383,78
"418","419",0.5530546686,1788,2681,3318,3054,2537,1240,2250,3142,598,627,401,78
"419","420",0.3110932511,1558,2464,3273,3034,2467,948,2223,3124,510,590,364,78
"420","421",0.1382636672,1558,2474,3273,3006,2470,995,2247,3120,516,593,354,78
"421","422",0.2488746009,1667,2595,3251,2957,2429,973,2268,3132,507,590,359,78
"422","423",0.6083601355,1730,2630,3161,2897,2387,1111,2246,3106,554,591,361,78
"423","424",0.5530546686,1558,2474,3273,3006,2470,995,2247,3132,521,607,346,78
"424","425",0.3110932511,1558,2464,3273,3034,2467,948,2223,3168,483,585,336,78
"425","426",0.3110932511,1781,2668,3264,3033,2541,1114,2251,3088,675,709,455,78
"426","427",0.4977492017,1679,2602,3228,2999,2446,1061,2199,3122,587,650,393,78
"427","428",0.2488746009,1699,2607,3242,3018,2484,1103,2264,3134,608,638,394,78
"428","429",0.279983926,1707,2635,3255,2995,2505,1086,2209,3098,620,679,408,78
"429","430",0.279983926,1694,2649,3201,2985,2469,1138,2200,3032,615,660,415,78
"430","431",0.5530546686,1816,2747,3310,3079,2590,1204,2237,3118,634,656,401,78
"431","432",0.1244373004,1519,2466,3351,3103,2501,1015,2248,3226,484,582,335,78
"432","433",0.1106109337,1531,2485,3327,3049,2514,998,2231,3142,518,612,356,78
"433","434",0.6083601355,1537,2442,3288,3018,2458,977,2268,3164,480,573,338,78
"434","435",0.5530546686,1531,2485,3327,3049,2514,998,2231,3162,523,590,350,78
"435","436",0.1382636672,1519,2466,3351,3103,2501,1015,2248,3226,484,582,335,78
"436","437",0.1382636672,1816,2747,3310,3079,2590,1204,2237,3118,634,656,401,78
"437","438",0.1106109337,1705,2621,3202,2978,2466,1079,2200,3042,604,648,399,78
"438","439",0.1106109337,1742,2569,3126,2882,2336,1103,2301,3096,572,648,367,78
"439","440",0.1244373004,1742,2569,3126,2882,2336,1103,2301,3096,572,648,367,78
"440","441",0.3110932511,1763,2671,3249,3045,2469,1174,2266,3130,683,716,430,78
"441","442",0.3110932511,1785,2686,3334,3034,2530,1187,2251,3160,622,677,405,78
"442","443",0.1382636672,1670,2576,3229,2986,2464,1077,2205,3100,618,673,402,78
"443","444",0.1382636672,1519,2444,3327,3055,2526,980,2237,3172,505,597,354,78
"444","445",0.3110932511,1575,2514,3288,3026,2505,1043,2246,3142,531,627,359,78
"445","446",0.4977492017,1575,2514,3288,3026,2505,1043,2246,3142,531,627,359,78
"446","447",0.6083601355,1519,2444,3327,3055,2526,980,2237,3172,505,597,354,78
"447","448",0.279983926,1519,2444,3327,3055,2526,980,2237,3172,505,597,354,78
"448","449",0.387138268,1653,2551,3302,3064,2511,1093,2211,3162,572,639,379,78
"449","450",0.3110932511,1785,2686,3334,3034,2530,1187,2251,3160,666,750,454,78
"450","451",0.2488746009,1746,2648,3282,3046,2479,1148,2275,3186,642,680,408,78
"451","452",0.3110932511,1757,2659,3158,2896,2459,1075,2263,3096,680,706,422,78
"452","453",0.1244373004,1608,2273,3079,2807,2277,1091,2213,3220,669,708,452,78
"453","454",0.279983926,1762,2623,3279,3033,2512,1155,2273,3086,627,672,403,78
"454","455",0.4977492017,1898,2713,3407,3178,2671,1405,2260,3276,939,1003,633,78
"455","456",0.5530546686,1734,2605,3330,3091,2560,1172,2246,3160,619,670,422,78
"456","457",0.5530546686,1992,3370,3416,2994,2601,1429,2214,3308,792,761,431,78
"457","458",0.5530546686,1746,2594,3114,2848,2400,1144,2270,3038,560,625,375,78
"458","459",0.3110932511,1476,2408,3371,3132,2583,966,2309,3176,500,560,333,78
"459","460",0.3110932511,1568,2457,3331,3062,2518,1033,2237,3096,530,611,365,78
"460","461",0.1106109337,1699,2606,3354,3080,2561,1131,2290,3194,565,650,399,78
"461","462",0.4977492017,1898,2713,3407,3178,2671,1405,2260,3220,935,882,549,78
"462","463",0.1106109337,1787,2635,3308,3031,2549,1136,2251,3128,636,706,422,78
"463","464",0.6083601355,1499,2229,3038,2794,2235,1016,2157,3108,633,688,443,78
"464","465",0.3110932511,1499,2229,3038,2794,2235,1016,2157,2778,559,624,395,78
"465","466",0.5530546686,1675,2513,3114,2862,2188,1146,2206,2710,669,684,440,78
"466","467",0.1106109337,1820,2691,3367,3127,2624,1266,2259,3226,868,884,553,78
"467","468",0.5530546686,1645,2536,3318,3082,2557,1071,2230,3160,604,670,394,78
"468","469",0.3110932511,1568,2457,3331,3062,2518,1033,2237,3134,535,617,370,78
"469","470",0.5530546686,1679,2560,3238,3001,2504,1055,2309,3006,733,682,426,78
"470","471",0.5530546686,1679,2560,3238,3001,2504,1055,2309,3130,599,667,405,78
"471","472",0.4977492017,1593,2449,3371,3095,2569,1054,2290,3252,522,610,365,78
"472","473",0.9505627117,1687,2557,3356,3110,2568,1142,2289,3204,577,674,413,78
"473","474",0.3110932511,1820,2691,3367,3127,2624,1266,2259,3166,777,792,476,78
"474","475",0.3110932511,1784,2590,3198,2945,2453,1226,2236,3088,727,719,439,78
"475","476",0.3110932511,1911,2655,3032,2850,2448,1195,2268,3062,715,725,426,78
"476","477",0.4977492017,1693,2586,3326,3097,2538,1039,2273,3184,561,653,388,78
"477","478",0.8641479197,1635,2482,3391,3133,2594,1093,2316,3248,529,620,364,78
"478","479",0.5530546686,1636,2508,3432,3175,2611,1002,2278,3272,555,635,365,78
"479","480",0.3422025762,1588,2419,3362,3099,2558,1031,2290,3278,527,617,382,78
"480","481",0.4424437349,1693,2586,3326,3097,2538,1039,2273,3184,564,639,390,78
"481","482",0.3110932511,1741,2572,3266,2959,2450,1138,2278,3052,747,742,467,78
"482","483",0.4977492017,1671,2513,3338,3117,2541,1125,2278,3100,841,836,524,78
"483","484",0.9505627117,1716,2518,3145,3017,2374,1180,2254,3176,705,737,480,78
"484","485",0.5530546686,1642,2523,3231,3071,2498,998,2270,3444,435,534,305,78
"485","486",0.5530546686,1642,2523,3231,3071,2498,998,2270,3400,538,571,333,78
"486","487",0.3110932511,1456,2323,3276,3034,2487,933,2254,3376,415,544,318,78
"487","488",0.387138268,1677,2625,2966,2692,2248,1201,2300,2666,798,774,499,78
"488","489",0.5530546686,1484,2354,3449,3119,2616,905,2394,3400,379,487,275,78
"489","490",0.5530546686,1484,2354,3449,3119,2616,905,2394,3228,602,667,396,78
"490","491",0.4977492017,1677,2625,2966,2692,2248,1201,2300,2942,579,614,391,78
"491","492",0.279983926,1539,2375,3412,3422,2712,1122,2326,3112,552,633,379,78
"492","493",1.036977504,1741,2541,3134,2782,2303,1313,2178,3018,1086,901,591,78
"493","494",0.1106109337,1741,2541,3134,2782,2303,1313,2178,3038,879,836,588,78
"494","495",0.6083601355,1647,2457,3182,2880,2320,1079,2202,2858,754,694,466,78
"495","496",1.244373004,1850,2731,3060,2737,2276,1179,2157,2956,702,644,429,78
"496","497",1.493247605,1850,2731,3060,2737,2276,1179,2157,2874,765,664,452,78
"497","498",0.8641479197,1807,2723,3044,2769,2283,1178,2157,2844,778,692,495,78
"498","499",1.693729923,1788,2707,3015,2724,2260,1176,2188,2922,780,688,449,78
"499","500",1.036977504,1870,2715,3067,2808,2302,1187,2216,2964,883,743,515,78
"500","501",0.5530546686,1754,2701,3083,2778,2268,1182,2188,2920,805,714,483,78
"501","502",1.493247605,1754,2701,3083,2778,2268,1182,2188,2922,794,688,458,78
"502","503",0.6636656023,1788,2692,3139,2820,2290,1184,2233,2984,761,672,463,78
"503","504",1.244373004,1794,2702,3156,2828,2332,1165,2245,3012,821,733,481,78
"504","505",1.493247605,1704,2717,3117,2802,2316,1150,2188,2984,680,650,447,78
"505","506",0.8641479197,1743,2640,2942,2683,2194,1168,2138,2898,772,699,478,78
"506","507",1.244373004,1727,2716,3143,2851,2325,1215,2245,2984,795,736,491,78
"507","508",0.6083601355,1738,2598,2892,2642,2131,1079,2122,2818,697,649,437,78
"508","509",0.8641479197,1755,2622,2917,2649,2135,1132,2122,2622,645,577,391,78
"509","510",1.036977504,1752,2543,2743,2464,2014,1027,2109,2554,626,582,383,78
"510","511",0.8710611031,1738,2598,2892,2642,2131,1079,2122,2524,584,551,366,78
"511","512",0.7777331277,1742,2529,2675,2452,2025,938,2059,2554,576,556,354,78
"512","513",0.5530546686,1720,2540,2673,2377,1976,943,1986,2570,593,553,393,78
"513","514",0.05530546686,1740,2601,2776,2467,2078,956,2074,2518,572,553,362,78
"514","515",0.09505627117,1759,2608,2808,2536,2045,1006,2059,2620,582,559,366,78
"515","516",0.5530546686,1759,2608,2808,2536,2045,1006,2059,2714,588,572,364,78
"516","517",1.036977504,1721,2578,2713,2449,2000,989,1986,2576,578,561,383,78
"517","518",0.7777331277,1770,2686,2910,2623,2140,1114,2086,2796,739,672,443,78
"518","519",1.244373004,1738,2679,2995,2651,2207,1087,2107,2754,644,616,389,78
"519","520",1.123392296,1781,2682,3048,2742,2323,1105,2156,2846,636,616,390,78
"520","521",1.036977504,1844,2799,2969,2624,2206,1115,2118,2746,689,651,428,78
"521","522",0.3110932511,1880,2883,3033,2718,2244,1276,2141,2934,829,752,488,78
"522","523",0.9505627117,1820,2776,3154,2829,2318,1203,2179,3042,792,732,461,78
"523","524",0.3110932511,1884,2818,3121,2804,2302,1228,2172,2928,771,703,444,78
"524","525",0.5530546686,1880,2883,3033,2718,2244,1276,2141,2934,796,752,459,78
"525","526",0.279983926,1912,2883,3037,2767,2292,1306,2152,2938,801,736,477,78
"526","527",0.5530546686,1884,2818,3121,2804,2302,1228,2172,2876,724,694,463,78
"527","528",1.123392296,1851,2832,3152,2826,2332,1209,2168,2942,791,726,475,78
"528","529",0.5530546686,1914,2901,3128,2750,2315,1213,2139,2964,808,769,496,78
"529","530",0.8710611031,1910,2908,3061,2692,2248,1229,2137,2880,809,708,444,78
"530","531",1.036977504,1891,2834,3130,2761,2328,1212,2172,2902,701,667,450,78
"531","532",1.493247605,1891,2834,3130,2761,2328,1212,2172,2894,673,619,390,78
"532","533",0.5530546686,1910,2908,3061,2692,2248,1229,2137,2894,791,708,444,78
"533","534",0.5530546686,1992,2936,2935,2602,2160,1229,2143,2790,798,709,470,78
"534","535",2.654662409,1994,2875,3082,2736,2285,1246,2155,2916,796,744,472,78
"535","536",2.875884277,1994,2875,3082,2736,2285,1246,2155,2830,905,760,453,78
"536","537",0.4977492017,1992,2936,2935,2602,2160,1229,2143,2754,755,681,441,78
"537","538",0.5530546686,2117,2883,2886,2639,2205,1351,2145,2718,1048,847,554,78
"538","539",1.036977504,2038,2765,2952,2670,2203,1277,2149,2824,988,882,582,78
"539","540",0.5530546686,1836,2737,3099,2780,2304,1142,2112,2902,639,626,387,78
"540","541",0.9505627117,1869,2712,3045,2707,2238,1144,2134,2930,723,697,476,78
"542","543",0.9505627117,1924,3017,3383,2983,2476,1353,2134,3002,661,651,391,78
"543","544",0.8641479197,1924,3017,3383,2983,2476,1353,2134,2980,735,704,420,78
"544","545",0.5530546686,1804,2704,3157,2811,2279,1128,2168,2918,669,636,410,78
"545","546",1.493247605,1804,2704,3157,2811,2279,1128,2168,2940,590,576,362,78
"546","547",1.368810305,1690,2643,3123,2839,2310,1107,2168,2944,606,583,353,78
"547","548",1.036977504,2029,3164,3306,2974,2554,1423,2168,3032,811,758,457,78
"548","549",1.493247605,1690,2643,3123,2839,2310,1107,2168,2984,614,610,383,78
"549","550",0.5530546686,1667,2651,3153,2833,2300,1082,2179,3020,648,631,390,78
"550","551",1.368810305,1771,2755,3130,2808,2306,1103,2148,2946,649,627,406,78
"551","552",0.9505627117,1798,2740,3039,2783,2271,1110,2168,2850,683,641,402,78
"552","553",0.9505627117,1667,2651,3153,2833,2300,1082,2179,2938,599,622,367,78
"553","554",1.244373004,1626,2567,3069,2769,2231,1024,2168,2924,552,576,346,78
"554","555",0.9505627117,1798,2740,3039,2783,2271,1110,2168,2818,641,650,418,78
"555","556",0.2488746009,2021,3258,3293,2912,2515,1375,2150,3122,755,780,481,78
"556","557",1.244373004,1639,2510,2968,2638,2167,968,2077,2834,589,590,376,78
"557","558",0.9505627117,1588,2411,2753,2481,1981,910,2032,2598,538,534,346,78
"558","559",0.7777331277,1735,2689,2883,2556,2137,1038,2060,2690,636,636,412,78
"559","560",0.8641479197,1796,2705,2858,2602,2139,1088,2076,2750,667,634,394,78
"560","561",2.032475907,1534,2379,2796,2518,2031,880,2038,2580,482,492,305,78
"561","562",1.368810305,1544,2354,2786,2503,2042,872,2038,2596,436,479,294,78
"562","563",1.368810305,1796,2705,2858,2602,2139,1088,2076,2720,725,695,452,78
"563","564",0.4977492017,1825,2778,2976,2676,2229,1182,2179,2776,716,733,470,78
"564","565",1.493247605,2520,3106,2615,2510,2311,1912,2112,2450,1542,1248,782,78
"565","566",1.368810305,1639,2574,3148,2828,2304,1135,2216,2890,687,637,436,78
"566","567",1.493247605,1825,2778,2976,2676,2229,1182,2179,2718,651,604,427,78
"567","568",1.036977504,1829,2880,3132,2799,2333,1168,2184,2878,635,573,381,78
"568","569",1.036977504,1512,2427,3060,2782,2210,977,2184,2934,502,535,341,78
"569","570",1.036977504,1667,2533,3087,2779,2280,1077,2216,2852,586,553,349,78
"570","571",1.036977504,1453,2269,2923,2663,2023,974,2179,2802,585,577,355,78
"571","572",0.9505627117,1678,2629,3175,2808,2306,1097,2200,3130,701,708,442,78
